seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
motu561	Uncultured organism clone SBZI_5345 16S ribosomal RNA gene, partial sequence	JN525131	90.15	1.67136e-92	191.0
motu561	Uncultured organism clone SBZH_2561 16S ribosomal RNA gene, partial sequence	JN518377	90.15	1.67136e-92	191.0
motu561	Uncultured organism clone SBZF_9039 16S ribosomal RNA gene, partial sequence	JN515849	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBZF_4593 16S ribosomal RNA gene, partial sequence	JN511642	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBZC_5183 16S ribosomal RNA gene, partial sequence	JN510676	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBZC_5501 16S ribosomal RNA gene, partial sequence	JN509044	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBZC_4117 16S ribosomal RNA gene, partial sequence	JN507995	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBYZ_2117 16S ribosomal RNA gene, partial sequence	JN496736	90.11	1.67136e-92	191.0
motu561	Uncultured organism clone SBXY_614 16S ribosomal RNA gene, partial sequence	JN429301	90.11	1.67136e-92	191.0
motu565	Uncultured bacterium clone SEAS_531 16S ribosomal RNA gene, partial sequence	KU675407	100.00	5.14499e-122	244.0
motu565	Uncultured bacterium clone SEAS_273 16S ribosomal RNA gene, partial sequence	KU675195	96.72	4.06264e-108	219.0
motu565	Uncultured bacterium clone 32-40 16S ribosomal RNA gene, partial sequence	JX537882	95.65	4.06264e-108	219.0
motu565	Chaetoceros tenuissimus NIES-3715 mitochondrial DNA, complete genome	LC537470	95.60	1.89016e-106	216.0
motu565	Uncultured bacterium clone SEAS_175 16S ribosomal RNA gene, partial sequence	KU675111	95.02	8.8565e-100	204.0
motu565	Uncultured bacterium clone T0D01I0JM3 16S ribosomal RNA gene, partial sequence	HM602067	98.51	4.14978e-93	192.0
motu565	Uncultured bacterium clone AD10HC8KT 16S ribosomal RNA gene, partial sequence >gi|269150347|gb|GU019932.1| Uncultured bacterium clone AD10JDJOS 16S ribosomal RNA gene, partial sequence >gi|269161531|gb|GU031121.1| Uncultured bacterium clone ID1IBNXF 16S ribosomal RNA gene, partial sequence >gi|269166693|gb|GU036288.1| Uncultured bacterium clone QC7JPPL3 16S ribosomal RNA gene, partial sequence >gi|269169168|gb|GU038766.1| Uncultured bacterium clone QC8FP1IF 16S ribosomal RNA gene, partial sequence >gi|269173665|gb|GU043268.1| Uncultured bacterium clone QD9IKBA1 16S ribosomal RNA gene, partial sequence	GU019475	96.02	3.25369e-84	176.0
motu565	Uncultured bacterium clone QC7HXMO6 16S ribosomal RNA gene, partial sequence >gi|269172878|gb|GU042481.1| Uncultured bacterium clone QD9G3F8K 16S ribosomal RNA gene, partial sequence	GU035307	95.54	4.20892e-83	174.0
motu565	Uncultured bacterium clone AD10HQQNI 16S ribosomal RNA gene, partial sequence >gi|269152160|gb|GU021746.1| Uncultured bacterium clone AD11G5JFY 16S ribosomal RNA gene, partial sequence >gi|269154074|gb|GU023662.1| Uncultured bacterium clone IC1GAYKP 16S ribosomal RNA gene, partial sequence >gi|269155291|gb|GU024879.1| Uncultured bacterium clone IC1GJPEF 16S ribosomal RNA gene, partial sequence >gi|269162245|gb|GU031835.1| Uncultured bacterium clone ID1IMEDG 16S ribosomal RNA gene, partial sequence >gi|269169238|gb|GU038836.1| Uncultured bacterium clone QC8FV96M 16S ribosomal RNA gene, partial sequence	GU019231	95.54	4.20892e-83	174.0
motu565	Uncultured bacterium clone QC8I7IZ5 16S ribosomal RNA gene, partial sequence >gi|269168807|gb|GU038405.1| Uncultured bacterium clone QC8JLTHP 16S ribosomal RNA gene, partial sequence >gi|269169933|gb|GU039531.1| Uncultured bacterium clone QC8GTMA2 16S ribosomal RNA gene, partial sequence	GU037946	95.52	1.5138e-82	173.0
motu565	Uncultured bacterium clone ID2FLTXQ 16S ribosomal RNA gene, partial sequence	GU033570	95.52	1.5138e-82	173.0
motu565	Uncultured bacterium clone ID1G2HV5 16S ribosomal RNA gene, partial sequence	GU030441	95.52	1.5138e-82	173.0
motu565	Uncultured bacterium clone ID1IQ71I 16S ribosomal RNA gene, partial sequence	GU029496	95.52	1.5138e-82	173.0
motu565	Uncultured bacterium clone AD10GZS6T 16S ribosomal RNA gene, partial sequence	GU020647	95.52	1.5138e-82	173.0
motu565	Uncultured bacterium clone QC8I3TIV 16S ribosomal RNA gene, partial sequence	GU038322	95.05	1.95822e-81	171.0
motu565	Uncultured bacterium clone QC7G9E55 16S ribosomal RNA gene, partial sequence	GU035908	95.05	1.95822e-81	171.0
motu565	Uncultured bacterium clone IC2GNJLL 16S ribosomal RNA gene, partial sequence	GU027945	95.05	1.95822e-81	171.0
motu565	Uncultured bacterium clone IC2IXY3N 16S ribosomal RNA gene, partial sequence	GU026448	95.05	1.95822e-81	171.0
motu565	Uncultured bacterium clone T1D02JR8LM 16S ribosomal RNA gene, partial sequence	HM607148	95.02	7.04301e-81	170.0
motu565	Uncultured bacterium clone IC2GFFGW 16S ribosomal RNA gene, partial sequence	GU028517	95.05	7.04301e-81	170.0
motu573	Stenacron interpunctatum mitochondrion, complete genome	MK642305	93.88	6.59651e-09	40.0
motu588	Parophrys vetulus voucher UW:047297 mitochondrion, complete genome	OP035309	99.40	2.59797e-78	165.0
motu588	Isopsetta isolepis mitochondrion, partial genome	OR499737	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus voucher UW:49686 mitochondrion, complete genome	OR482580	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus voucher UW:47682 mitochondrion, complete genome >gi|2569353165|gb|OR482564.1| Psettichthys melanostictus voucher UW:47682 mitochondrion, complete genome	NC_082806	99.40	2.59797e-78	165.0
motu588	Isopsetta isolepis mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:154472	LC145941	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151421	LC145938	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:152927	LC145937	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151394	LC145936	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:118069	LC145925	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151688	LC145924	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:113572	LC145950	99.40	2.59797e-78	165.0
motu588	Isopsetta isolepis voucher 64 #10-26 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846615	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus voucher FISHCARD_miu_422.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846449	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus voucher #05-113 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846056	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus voucher #02-72 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846051	99.40	2.59797e-78	165.0
motu588	Parophrys vetulus mitochondrion, complete genome >gi|2305132167|gb|OL806591.1| Parophrys vetulus mitochondrion, complete genome	NC_066930	99.40	2.59797e-78	165.0
motu588	Psettichthys melanostictus 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488485	99.40	2.59797e-78	165.0
motu588	Isopsetta isolepis 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488481	99.40	2.59797e-78	165.0
motu588	Platichthys stellatus CBM:ZF:12417-13 mitochondrial gene for 12S rRNA, partial sequence	LC552481	98.81	1.20872e-76	162.0
motu588	Myzopsetta ferruginea voucher r19D 1167 12S ribosomal RNA gene, partial sequence; mitochondrial	MT103916	98.81	1.20872e-76	162.0
motu588	Myzopsetta ferruginea isolate RF65 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial >gi|1515576541|gb|MH377826.1| Myzopsetta ferruginea isolate RF70 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	MH377825	98.81	1.20872e-76	162.0
motu588	Platichthys flesus isolate ENV1825 mitochondrion, complete genome	PP928767	98.81	1.20872e-76	162.0
motu588	Lepidopsetta polyxystra voucher UW:48799 mitochondrion, complete genome >gi|2569353249|gb|OR482570.1| Lepidopsetta polyxystra voucher UW:48799 mitochondrion, complete genome	NC_082812	98.81	1.20872e-76	162.0
motu588	Liopsetta glacialis voucher UW:150678 mitochondrion, complete genome >gi|2569352801|gb|OR482538.1| Liopsetta glacialis voucher UW:150678 mitochondrion, complete genome	NC_082783	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus x Verasper variegatus mitochondrion, complete genome >gi|2564706964|gb|OR282488.1| Platichthys stellatus x Verasper variegatus mitochondrion, complete genome	NC_082285	98.81	1.20872e-76	162.0
motu588	Lepidopsetta bilineata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:203481	LC049658	98.81	1.20872e-76	162.0
motu588	Lepidopsetta mochigarei mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:192252	LC049640	98.81	1.20872e-76	162.0
motu588	Lepidopsetta mochigarei mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:164990	LC049639	98.81	1.20872e-76	162.0
motu588	Lepidopsetta polyxystra mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:048789 >gi|1018242340|dbj|LC145934.1| Lepidopsetta polyxystra mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:151140	LC092091	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus x (Kareius bicoloratus x Platichthys stellatus) mitochondrion, complete genome >gi|2501523860|gb|OQ656299.1| Platichthys stellatus x (Kareius bicoloratus x Platichthys stellatus) mitochondrion, complete genome	NC_080271	98.81	1.20872e-76	162.0
motu588	Kareius bicoloratus x Platichthys stellatus mitochondrion, complete genome >gi|2501523832|gb|OQ656297.1| Kareius bicoloratus x Platichthys stellatus mitochondrion, complete genome	NC_080270	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus voucher FISHCARD_miu_423.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846450	98.81	1.20872e-76	162.0
motu588	Lepidopsetta bilineata voucher FISHCARD_miu_421.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846448	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus voucher #04-103 small subunit ribosomal RNA gene, partial sequence; mitochondrial	OQ846124	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15292 >gi|985566054|dbj|LC049632.1| Liopsetta pinnifasciata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:14475 >gi|985566084|dbj|LC049662.1| Liopsetta pinnifasciata mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: HUMZ:216652 >gi|1018241271|dbj|LC145946.1| Platichthys stellatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:154563 >gi|1018241272|dbj|LC145947.1| Platichthys stellatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:155499 >gi|1018241274|dbj|LC145949.1| Platichthys stellatus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:12417-21 >gi|1018241276|dbj|LC145951.1| Platichthys stellatus x Parophrys vetulus mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: UW:025860 >gi|2028741891|gb|MW995373.1| Platichthys flesus voucher P855954 small subunit ribosomal RNA gene, partial sequence; mitochondrial	AB972099	98.81	1.20872e-76	162.0
motu588	Platichthys flesus genome assembly, organelle: mitochondrion	OX438740	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus mitochondrion, complete genome	OL471033	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus mitochondrion, complete genome	OL404931	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus mitochondrion, complete genome	MZ365029	98.81	1.20872e-76	162.0
motu588	Platichthys flesus isolate SEA0195 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818260	98.81	1.20872e-76	162.0
motu588	Platichthys flesus isolate SEA0113 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818207	98.81	1.20872e-76	162.0
motu588	Platichthys flesus isolate SEA0112 small subunit ribosomal RNA gene, partial sequence; mitochondrial	MW818206	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus mitochondrion, complete genome >gi|157041433|gb|EF424428.1| Platichthys stellatus mitochondrion, complete genome	NC_010966	98.81	1.20872e-76	162.0
motu588	Platichthys stellatus 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488482	98.81	1.20872e-76	162.0
motu588	Lepidopsetta bilineata 12S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	AF488479	98.81	1.20872e-76	162.0
motu588	Pleuronectes quadrituberculatus mitochondrion, partial genome	OR499731	98.21	5.62362e-75	159.0
motu588	Hippoglossoides elassodon voucher UW:47659 mitochondrion, complete genome >gi|2569353137|gb|OR482562.1| Hippoglossoides elassodon voucher UW:47659 mitochondrion, complete genome	NC_082804	98.21	5.62362e-75	159.0
motu588	Myzopsetta proboscidea voucher UW:117294 mitochondrion, complete genome >gi|2569352605|gb|OR482524.1| Myzopsetta proboscidea voucher UW:117294 mitochondrion, complete genome	NC_082770	98.21	5.62362e-75	159.0
motu588	Hippoglossoides robustus voucher UW:117291 mitochondrion, complete genome >gi|2569352591|gb|OR482523.1| Hippoglossoides robustus voucher UW:117291 mitochondrion, complete genome	NC_082769	98.21	5.62362e-75	159.0
motu588	Limanda sakhalinensis voucher UW:117279 mitochondrion, complete genome >gi|2569352577|gb|OR482522.1| Limanda sakhalinensis voucher UW:117279 mitochondrion, complete genome	NC_082768	98.21	5.62362e-75	159.0
motu598	Uncultured bacterium clone SEAS_5454 16S ribosomal RNA gene, partial sequence	KU677841	97.95	1.13711e-113	229.0
motu598	Uncultured bacterium clone T0-An-20C-34 16S ribosomal RNA gene, complete sequence	JX105545	96.09	5.29045e-112	226.0
motu598	Uncultured cyanobacterium clone CNSD07 16S ribosomal RNA gene, partial sequence	JF929274	95.31	1.14518e-108	220.0
motu598	Uncultured bacterium clone HCM3MC83_3A_FL 16S ribosomal RNA gene, partial sequence	EU374047	94.53	8.91564e-105	213.0
motu598	Uncultured bacterium clone OTU_247 16S ribosomal RNA gene, partial sequence	KX602950	98.56	5.40393e-97	199.0
motu598	Uncultured bacterium clone T1D22J1DIN 16S ribosomal RNA gene, partial sequence	HM613654	96.52	1.97129e-86	180.0
motu598	Uncultured bacterium clone T1D51ISFTQ 16S ribosomal RNA gene, partial sequence	HM618535	95.52	4.2671e-83	174.0
motu598	Uncultured bacterium clone T0D01IIRSW 16S ribosomal RNA gene, partial sequence >gi|302158515|gb|HM609040.1| Uncultured bacterium clone T1D21HDBFC 16S ribosomal RNA gene, partial sequence >gi|302159121|gb|HM609646.1| Uncultured bacterium clone T1D21GQ8GI 16S ribosomal RNA gene, partial sequence >gi|302159156|gb|HM609681.1| Uncultured bacterium clone T1D21F68XE 16S ribosomal RNA gene, partial sequence >gi|302160334|gb|HM610859.1| Uncultured bacterium clone T1D21F3LB2 16S ribosomal RNA gene, partial sequence	HM603614	95.52	4.2671e-83	174.0
motu598	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333880|emb|OW749368.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539214	90.20	1.53472e-82	173.0
motu598	Uncultured bacterium clone T1D22HPLDQ 16S ribosomal RNA gene, partial sequence	HM612275	95.10	5.51985e-82	172.0
motu598	Uncultured bacterium clone T1D51G3TYM 16S ribosomal RNA gene, partial sequence	HM617680	93.53	1.99939e-76	162.0
motu604	Pseudomonas palleroniana strain MAB3 chromosome	CP025494	92.06	4.52303e-77	163.0
motu604	Pseudomonas palleroniana strain X49 chromosome, complete genome	CP087111	91.59	2.10436e-75	160.0
motu604	Pseudomonas palleroniana strain Q1 chromosome, complete genome	CP092411	91.83	9.79065e-74	157.0
motu615	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333722|emb|OW749289.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539137	95.51	3.16291e-104	212.0
motu615	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334159|emb|OW749568.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539359	93.47	6.8951e-96	197.0
motu615	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334164|emb|OW749573.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539364	91.36	1.94441e-86	180.0
motu615	Uncultured organism isolate 1207VA12 clone 3 16S ribosomal RNA gene, partial sequence	KT271321	90.69	2.51526e-85	178.0
motu619	Uncultured prokaryote clone New.CleanUp.ReferenceOTU264459 16S ribosomal RNA gene, partial sequence	KT978640	96.05	2.42784e-110	223.0
motu619	Uncultured deep-sea bacterium 16S rRNA gene, clone Ucc1476	AM997974	94.47	1.13758e-103	211.0
motu619	Uncultured bacterium clone denovo7649 16S ribosomal RNA gene, partial sequence	KT436043	93.85	1.9171e-96	198.0
motu619	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237336528|emb|OW751881.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539344	92.24	6.94405e-91	188.0
motu622	Stephanopyxis turris mitochondrion, complete genome	MW413903	100.00	5.10872e-127	253.0
motu649	Uncultured prokaryote clone New.CleanUp.ReferenceOTU264459 16S ribosomal RNA gene, partial sequence	KT978640	96.84	1.1216e-113	229.0
motu649	Uncultured deep-sea bacterium 16S rRNA gene, clone Ucc1476	AM997974	95.26	5.25535e-107	217.0
motu649	Uncultured bacterium clone denovo7649 16S ribosomal RNA gene, partial sequence	KT436043	93.03	4.14978e-93	192.0
motu649	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237336528|emb|OW751881.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539344	92.24	6.94405e-91	188.0
motu857	Phytopythium vexans culture CBS:119.80 mitochondrion, complete genome >gi|2235893631|tpg|BK059196.1| TPA_asm: Phytopythium vexans culture CBS:119.80 mitochondrion, complete genome	NC_063815	92.52	2.47992e-95	196.0
motu857	Phytopythium vexans culture CBS:119.80 mitochondrion, complete genome >gi|2235893631|tpg|BK059196.1| TPA_asm: Phytopythium vexans culture CBS:119.80 mitochondrion, complete genome	NC_063815	92.52	2.47992e-95	196.0
motu857	Uncultured bacterium clone SRD18_D07 16S ribosomal RNA gene, partial sequence	JQ357909	92.13	1.15379e-93	193.0
motu857	Pythium ultimum culture-collection CBS:398.51 mitochondrion, complete genome	GU138663	92.09	1.15379e-93	193.0
motu857	Pythium ultimum culture-collection CBS:398.51 mitochondrion, complete genome	GU138663	92.09	1.15379e-93	193.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-36	FM956622	92.13	1.15379e-93	193.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-55	FM956614	92.13	1.15379e-93	193.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-44	FM956603	92.13	1.15379e-93	193.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-62	FM956595	92.13	1.15379e-93	193.0
motu857	Uncultured bacterium clone SSD18_G06 16S ribosomal RNA gene, partial sequence	JQ358307	92.03	5.36808e-92	190.0
motu857	Uncultured bacterium clone SSD18_D03 16S ribosomal RNA gene, partial sequence	JQ358271	92.03	5.36808e-92	190.0
motu857	Pythium ultimum mitochondrion, complete genome >gi|269810812|gb|GU138662.1| Pythium ultimum culture-collection DAOM:BR114 mitochondrion, complete genome	NC_014280	91.73	5.36808e-92	190.0
motu857	Pythium ultimum mitochondrion, complete genome >gi|269810812|gb|GU138662.1| Pythium ultimum culture-collection DAOM:BR114 mitochondrion, complete genome	NC_014280	91.73	5.36808e-92	190.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-46	FM956638	91.73	5.36808e-92	190.0
motu857	Uncultured bacterium clone mdc60c07 16S ribosomal RNA gene, partial sequence	AY537843	91.73	5.36808e-92	190.0
motu857	Uncultured bacterium clone W023f12_3695 16S ribosomal RNA gene, partial sequence	JQ387529	91.34	2.49753e-90	187.0
motu857	Uncultured bacterium clone SSD3_F03 16S ribosomal RNA gene, partial sequence	JQ358204	91.63	2.49753e-90	187.0
motu857	Uncultured bacterium clone MRD3_E11 16S ribosomal RNA gene, partial sequence	JQ357210	91.63	2.49753e-90	187.0
motu857	Uncultured bacterium clone GASP-MA1W3_F02 16S ribosomal RNA gene, partial sequence	EF662800	91.34	2.49753e-90	187.0
motu857	Uncultured bacterium clone OTU_15547 16S ribosomal RNA gene, partial sequence	KR846831	91.87	3.23075e-89	185.0
motu857	Uncultured bacterium clone OTU_12834 16S ribosomal RNA gene, partial sequence	KR844118	91.87	3.23075e-89	185.0
motu857	Uncultured bacterium clone OTU54505_AL250_2502683 16S ribosomal RNA gene, partial sequence	KP931751	92.18	3.23075e-89	185.0
motu857	Peronospora effusa isolate R14 mitochondrion, complete genome	MH325167	90.94	1.16199e-88	184.0
motu857	Peronospora effusa isolate R13 mitochondrion, complete genome	MH142315	90.94	1.16199e-88	184.0
motu857	Uncultured proteobacterium clone GASP-MA2S3_B04 16S ribosomal RNA gene, partial sequence	EF663023	90.94	1.16199e-88	184.0
motu857	Uncultured bacterium clone OTU_1972 16S ribosomal RNA gene, partial sequence	KX969614	91.24	1.16199e-88	184.0
motu857	Peronospora tabacina isolate 968-S-26 mitochondrion, complete genome	KT893456	90.94	1.16199e-88	184.0
motu857	Peronospora tabacina isolate 968-J2 mitochondrion, complete genome >gi|939462256|gb|KT893455.1| Peronospora tabacina isolate 968-J2 mitochondrion, complete genome	NC_028331	90.94	1.16199e-88	184.0
motu857	Phytophthora kernoviae voucher NZFS3630 mitochondrion, complete genome	OK574298	90.94	1.16199e-88	184.0
motu857	Nothophytophthora sp. culture ICMP:18719 mitochondrion, complete genome	MW648547	90.94	1.16199e-88	184.0
motu857	Phytophthora kernoviae isolate 00844/4 mitochondrion, complete genome >gi|2235892505|tpg|BK011986.1| TPA_asm: Phytophthora kernoviae isolate 00844/4 mitochondrion, complete genome >gi|2235892949|tpg|BK012091.1| TPA_asm: Phytophthora kernoviae isolate 00629/1 mitochondrion, complete genome	NC_063798	90.94	1.16199e-88	184.0
motu857	Phytophthora litchii isolate SHS3 mitochondrion, complete genome >gi|2235892265|tpg|BK011980.1| TPA_asm: Phytophthora litchii isolate SHS3 mitochondrion, complete genome	NC_063792	90.94	1.16199e-88	184.0
motu857	Uncultured bacterium clone NT04c12_16148 16S ribosomal RNA gene, partial sequence	JQ387555	90.94	1.16199e-88	184.0
motu857	Phytophthora fallax culture ICMP:17563 mitochondrion, complete genome >gi|1940379626|gb|MN883608.1| Phytophthora fallax mitochondrion, complete genome	NC_056124	90.94	1.16199e-88	184.0
motu857	Phytophthora captiosa culture ICMP:17567 mitochondrion, complete genome >gi|1940379546|gb|MN883606.1| Phytophthora captiosa mitochondrion, complete genome	NC_056123	90.94	1.16199e-88	184.0
motu857	Uncultured bacterium clone 231 16S ribosomal RNA gene, partial sequence >gi|937185551|gb|KT764748.1| Uncultured bacterium clone 616 16S ribosomal RNA gene, partial sequence	KT764363	91.74	1.50312e-87	182.0
motu857	Uncultured bacterium clone OTU75779_AL250_37314 16S ribosomal RNA gene, partial sequence	KP934809	91.46	1.50312e-87	182.0
motu857	Uncultured bacterium ZOTU429 gene for 16S rRNA, partial sequence	LC687181	91.77	1.50312e-87	182.0
motu857	Phytophthora sansomeana mitochondrion, complete genome >gi|1750939524|gb|MH936679.1| Phytophthora sansomeana mitochondrion, complete genome	NC_045089	90.55	5.40619e-87	181.0
motu857	Pseudoperonospora humuli mitochondrion, complete genome >gi|1609434379|gb|MH923236.1| Pseudoperonospora humuli isolate OR502AA mitochondrion, complete genome	NC_042478	90.55	5.40619e-87	181.0
motu857	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:4346	LC291847	91.43	5.40619e-87	181.0
motu857	Uncultured bacterium clone OTU_3292 16S ribosomal RNA gene, partial sequence	KX970880	90.55	5.40619e-87	181.0
motu857	Pseudoperonospora cubensis mitochondrion, complete genome >gi|917544231|gb|KT072718.1| Pseudoperonospora cubensis mitochondrion, complete genome	NC_027859	90.55	5.40619e-87	181.0
motu857	TPA_asm: Phytophthora lateralis strain SMST21 mitochondrion, complete genome	BK012092	90.55	5.40619e-87	181.0
motu857	Phytophthora lateralis culture CBS:168.42 mitochondrion, complete genome >gi|2235892545|tpg|BK011987.1| TPA_asm: Phytophthora lateralis culture CBS:168.42 mitochondrion, complete genome	NC_063799	90.55	5.40619e-87	181.0
motu857	Phytophthora cryptogea culture CBS:418.71 mitochondrion, complete genome >gi|2235892425|tpg|BK011984.1| TPA_asm: Phytophthora cryptogea culture CBS:418.71 mitochondrion, complete genome	NC_063796	90.55	5.40619e-87	181.0
motu857	Phytophthora novae-guineae culture ICMP:19637 mitochondrion, complete genome	MN883605	90.55	5.40619e-87	181.0
motu857	Phytophthora heveae culture ICMP:19451 mitochondrion, complete genome >gi|1940379273|gb|MN883604.1| Phytophthora heveae culture ICMP:19451 mitochondrion, complete genome	NC_056122	90.55	5.40619e-87	181.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone Y3L-57	FM956611	90.84	5.40619e-87	181.0
motu857	Uncultured bacterium partial 16S ribosomal RNA, clone O0H-59	FM956511	90.84	5.40619e-87	181.0
motu857	Uncultured bacterium clone Otu576 16S ribosomal RNA gene, partial sequence	MH977379	91.36	6.99336e-86	179.0
motu857	Uncultured bacterium clone 4370 16S ribosomal RNA gene, partial sequence	KX706680	91.06	6.99336e-86	179.0
motu857	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:17982	LC304828	91.06	6.99336e-86	179.0
motu656	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	2.74308e-51	116.0
motu656	Cupriavidus necator strain UYPR2.512 chromosome 1, complete sequence	CP074381	97.22	3.78168e-05	33.0
motu661	Uncultured cyanobacterium clone CNSD07 16S ribosomal RNA gene, partial sequence	JF929274	96.09	5.29045e-112	226.0
motu661	Uncultured bacterium clone SEAS_5454 16S ribosomal RNA gene, partial sequence	KU677841	97.13	2.46141e-110	223.0
motu661	Uncultured bacterium clone T0-An-20C-34 16S ribosomal RNA gene, complete sequence	JX105545	95.31	1.14518e-108	220.0
motu661	Uncultured bacterium clone HCM3MC83_3A_FL 16S ribosomal RNA gene, partial sequence	EU374047	94.53	8.91564e-105	213.0
motu661	Uncultured bacterium clone OTU_247 16S ribosomal RNA gene, partial sequence	KX602950	97.60	1.16975e-93	193.0
motu661	Uncultured bacterium clone T1D22J1DIN 16S ribosomal RNA gene, partial sequence	HM613654	98.01	1.9574e-91	189.0
motu661	Uncultured bacterium clone T1D51ISFTQ 16S ribosomal RNA gene, partial sequence	HM618535	97.01	4.23702e-88	183.0
